,title,ingredients,directions,link,source,NER
1022320,Vanilla Raisin Bread (Abm),"[""2/3 cup raisins, soaked in"", ""3 tablespoons vanilla, for at least one hour (or microwaved - see below)"", ""1 1/4 cups buttermilk (or plain milk soured with a tsp of white vinegar)"", ""1 egg"", ""1 teaspoon salt"", ""3 tablespoons butter or 3 tablespoons margarine"", ""2 tablespoons sugar"", ""3 1/2 cups all-purpose flour or 3 1/2 cups bread flour"", ""1 teaspoon cinnamon (optional)"", ""1 1/2 teaspoons yeast""]","[""Select basic or SWEET setting."", ""Special Notes: The recipe calls for 2 tsp of yeast, but I find this way too much yeast- blows the top off the machine!"", ""This makes a 1 1/2 lb loaf which basically fills my 2 lb machine."", ""DO use pure vanilla extract for best results."", ""If you don't have the time to soak the raisins ahead of time (I never do) just microwave the raisins and vanilla for 1 minute on high or med-high in a micro-safe bowl.""]",www.food.com/recipe/vanilla-raisin-bread-abm-58055,Gathered,"[""raisins"", ""vanilla"", ""buttermilk"", ""egg"", ""salt"", ""butter"", ""sugar"", ""flour"", ""cinnamon"", ""yeast""]"
1022619,Peach Scones,"[""2 3/4 cups flour"", ""3/4 cup sugar"", ""2 teaspoons baking powder"", ""3/4 teaspoon baking soda"", ""3/4 teaspoon salt"", ""1/2 teaspoon cinnamon"", ""1/2 cup butter"", ""1/2 cup buttermilk"", ""1 egg"", ""1 teaspoon vanilla"", ""2 medium peaches, peeled and chopped, about 1 cup""]","[""Preheat oven to 400 degrees."", ""In a medium bowl, combine flour, sugar, baking powder, baking soda, salt, and cinnamon."", ""Using two knives or a pastry blender, cut in butter until mixture resembles coarse meal."", ""Combine buttermilk, egg and vanilla."", ""Stir into flour mixture with peaches until just combined."", ""On lightly floured surface knead dough 5-6 times."", ""Pat dough into 3/4\"" thick circle."", ""Cut into 10 wedges."", ""Place on a baking sheet."", ""Bake at 400 edgrees for 20-25 minutes or until golden brown.""]",www.food.com/recipe/peach-scones-133525,Gathered,"[""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""cinnamon"", ""butter"", ""buttermilk"", ""egg"", ""vanilla"", ""peaches""]"
1023364,A&P Spanish Cake,"[""1/4 cup soft butter"", ""1/2 cup sugar"", ""1 egg"", ""1 cup flour"", ""3/8 teaspoon ground cloves"", ""3/8 teaspoon salt"", ""3/8 teaspoon nutmeg"", ""3/8 teaspoon ginger"", ""3/4 teaspoon cinnamon"", ""1/2 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""3/4 cup buttermilk"", ""1/2 cup cut up moist-pack dried prune"", ""1/2 cup chopped walnuts"", ""1/4 cup golden raisin"", ""CREAM CHEESE FROSTING"", ""1 (3 ounce) package softened cream cheese"", ""1/2 teaspoon grated lemon, rind of"", ""2 teaspoons lemon juice"", ""3/4 teaspoon vanilla"", ""1/4 teaspoon salt"", ""powdered sugar"", ""Spanish Bar Cake 2"", ""4 cups water"", ""2 cups raisins"", ""1 cup shortening"", ""4 cups all-purpose flour"", ""2 cups white sugar"", ""2 teaspoons baking soda"", ""1 teaspoon ground cloves"", ""1 teaspoon ground nutmeg"", ""1 teaspoon ground cinnamon"", ""1 teaspoon ground allspice"", ""1/2 teaspoon salt"", ""2 eggs"", ""1 cup chopped nuts""]","[""Cream butter and sugar together."", ""Add egg; beat until light and fluffy."", ""Sift together flour, spices, and baking powder and soda."", ""Add to creamed mixture alternately with buttermilk, beating well after each addition."", ""Stir in remaining ingredients."", ""Turn into greased 8 inch square pan."", ""Bake@ 350 degrees for 35 minutes."", ""Cool in pan 5 minutes, then turn onto rack to cool thoroughly."", ""Cut into 3 strips."", ""Spread cream cheese frosting between layers and on top of cake."", ""CREAM CHEESE FROSTING------------------------"", ""Beat cream cheese with lemon peel, lemon juice, vanilla, salt until light and fluffy."", ""Beat in enough powdered sugar to make spreading consistency about 2 cups."", ""Spanish Bar Cake#2--------------."", ""Preheat oven to 350 degrees F (175degrees C)."", ""Lightly grease one 13x9 inch cake pan."", ""Cook raisins and water for 10 minutes over medium heat."", ""Stir in the shortening."", ""Remove from heat and let mixture cool."", ""Combine flour, salt, baking soda,ground cloves, ground nutmeg, ground cinnamon, ground allspice, and salt."", ""Add flour mixture to the cooled raisin mixture and blend well."", ""Stir in the beaten eggs."", ""Add the chopped nuts (if desired)."", ""Pour batter into prepared pan."", ""Bake at 350 degrees F (175degrees C) for 35 minutes."", ""Makes 1-9x13 inch cake.""]",www.food.com/recipe/a-p-spanish-cake-16631,Gathered,"[""butter"", ""sugar"", ""egg"", ""flour"", ""ground cloves"", ""salt"", ""nutmeg"", ""ginger"", ""cinnamon"", ""baking powder"", ""baking soda"", ""buttermilk"", ""walnuts"", ""golden raisin"", ""CREAM CHEESE"", ""cream cheese"", ""grated lemon"", ""lemon juice"", ""vanilla"", ""salt"", ""powdered sugar"", ""Spanish Bar"", ""water"", ""raisins"", ""shortening"", ""all-purpose"", ""white sugar"", ""baking soda"", ""ground cloves"", ""ground nutmeg"", ""ground cinnamon"", ""ground allspice"", ""salt"", ""eggs"", ""nuts""]"
1037445,Werewolf Paws,"[""Cookies"", ""1 1/4 cups all-purpose flour"", ""1/2 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1/3 cup buttermilk"", ""1/2 teaspoon vanilla"", ""1/3 cup unsalted butter, softened"", ""1/2 cup sugar"", ""1 large egg"", ""Frosting"", ""6 tablespoons butter, softened"", ""2 2/3 cups confectioners' sugar"", ""1/2 cup cocoa powder"", ""1/4 cup milk"", ""1 1/2 teaspoons vanilla extract"", ""30 cashews""]","[""Cookies:"", ""Preheat oven to 350\u00b0F."", ""Sift together flour, baking soda and salt in a medium bowl."", ""In small bowl, mix together buttermilk and vanilla."", ""Beat butter and white sugar together in a large mixing bowl with an electric mixer for about 3 minutes or until evenly distributed and light in color. Add egg to butter and sugar mixture and beat until blended. Gradually mix in flour mixture one cup at a time, adding buttermilk mixture between each cup of flour, mix until smooth. Scrape down the sides of the bowl as necessary."", ""Drop leveled 1/4-cups of batter onto a greased baking sheet. Bake on middle rack for 14-16 minutes, or until the tops are golden brown."", ""Allow cookies to cool completely before icing."", ""Frosting:"", ""In a mixing bowl, beat butter until creamy. Add sugar and cocoa, mixing well. Add milk in 2 portions, stirring each time. Add vanilla extract."", ""Prepare a pastry bag with a multi-opening/ grass tip, fill with the frosting and close tightly with a rubber band. Hold the tip vertically over the cookie, squeeze and pull up quickly. Repeat to cover the whole cookie."", ""Press 5 cashews into each cookie to form claws.""]",www.food.com/recipe/werewolf-paws-533524,Gathered,"[""Cookies"", ""flour"", ""baking soda"", ""salt"", ""buttermilk"", ""vanilla"", ""unsalted butter"", ""sugar"", ""egg"", ""Frosting"", ""butter"", ""sugar"", ""cocoa powder"", ""milk"", ""vanilla"", ""cashews""]"
1039168,Hummingbird Pancakes,"[""1 1/2 cups all-purpose flour"", ""2 teaspoons baking powder"", ""3/4 teaspoon salt"", ""1/2 cup ground cinnamon"", ""1 1/2 cups buttermilk"", ""1 cup mashed very ripe banana"", ""1/2 cup drained canned crushed pineapple in juice"", ""1/3 cup sugar"", ""1 large egg, lightly beaten"", ""3 tablespoons canola oil"", ""1/2 cup chopped toasted pecans"", ""sliced banana"", ""pineapple chunk"", ""Cream Cheese Anglaise"", ""1 1/2 cups half-and-half"", ""4 ounces cream cheese, softened"", ""1/3 cup sugar"", ""3 egg yolks"", ""1 tablespoon cornstarch"", ""1/8 teaspoon salt"", ""2 tablespoons butter"", ""1 teaspoon vanilla extract""]","[""Pancakes--stir together the first 4 ingredients in a large bowl."", ""Whisk together the buttermilk and next 5 ingredients in another bowl."", ""Gradually stir in the buttermilk mixture into the flour mixture just until dry ingredients are moistened."", ""Fold in the pecans."", ""Pour about 1/4 cup batter for each pancake onto a hot buttered griddle or large nonstick skillet."", ""Cook pancakes 3-4 minutes or until tops are covered with bubbles and edges look dry and cooked."", ""Turn and cook 3-4 minutes or until done."", ""Place pancakes in a single layer on a baking sheet and keep warm in a 200\u00b0 oven up to 30 minutes."", ""Garnish pancakes with banana slices and pineapple chunks, if desired."", ""Serve with Cream Cheese Anglaise--process first 6 ingredients in a blender until smooth."", ""Bring mixture to a boil in a medium saucepan over medium heat, whisking constantly."", ""Boil, whisking constantly, 1 minute."", ""Remove from heat, and whisk in butter and vanilla; serve immediately.""]",www.food.com/recipe/hummingbird-pancakes-496051,Gathered,"[""flour"", ""baking powder"", ""salt"", ""ground cinnamon"", ""buttermilk"", ""banana"", ""pineapple"", ""sugar"", ""egg"", ""canola oil"", ""pecans"", ""banana"", ""pineapple"", ""Cream Cheese Anglaise"", ""cream cheese"", ""sugar"", ""egg yolks"", ""cornstarch"", ""salt"", ""butter"", ""vanilla""]"
1042035,Cinnamon-Topped Banana Bread,"[""1/2 cup butter"", ""3/4 cup sugar"", ""1 egg"", ""1/2 teaspoon vanilla"", ""2 cups flour"", ""1/2 teaspoon baking soda"", ""2 teaspoons baking powder"", ""1/4 teaspoon salt"", ""2 teaspoons cinnamon"", ""1 teaspoon cardamom"", ""1 cup mashed banana (about 3)"", ""2 tablespoons buttermilk or 2 tablespoons plain yogurt"", ""Sprinkle Topping"", ""1 teaspoon cinnamon"", ""2 tablespoons sugar""]","[""Preheat oven to 350 degrees Fahrenheit. Grease and flour 9x5\"" loaf pan."", ""Cream butter with sugar in a large bowl until light and fluffy. Add egg and beat well."", ""Sift together flour, baking soda, baking powder, salt, cinnamon and cardamom in a medium bowl. Mix banana with yogurt and vanilla in small bowl."", ""Gradually dry and banana mixes to butter mix alternately, stirring till smooth."", ""Pour batter into pan, then top with sprinkle stuff and bake 45min.-1hr. Remove from pan to wire rack to cool.""]",www.food.com/recipe/cinnamon-topped-banana-bread-350954,Gathered,"[""butter"", ""sugar"", ""egg"", ""vanilla"", ""flour"", ""baking soda"", ""baking powder"", ""salt"", ""cinnamon"", ""cardamom"", ""mashed banana"", ""buttermilk"", ""Topping"", ""cinnamon"", ""sugar""]"
1042134,Rhubarb Cake With Lemon Sauce (Taste Of Home),"[""1/2 cup butter, softened"", ""1/2 cup sugar"", ""1/2 cup brown sugar"", ""1 egg"", ""2 teaspoons vanilla"", ""3 cups flour"", ""1 teaspoon baking powder"", ""1 teaspoon cinnamon"", ""1/2 teaspoon salt"", ""1/2 teaspoon baking soda"", ""1 cup buttermilk"", ""2 cups chopped fresh rhubarb or 2 cups frozen rhubarb"", ""1 tablespoon cinnamon sugar"", ""LEMON SAUCE"", ""1 cup sugar"", ""1/2 cup butter, cubed"", ""1/3 cup water"", ""3 tablespoons lemon juice"", ""1 egg, beaten"", ""1 teaspoon grated lemon peel"", ""1 teaspoon ground nutmeg""]","[""Cream butter and sugars till light and fluffy. Beat in egg and vanilla. Combine the next 5 ingredients; add to creamed mixture alternately with buttermilk. Fold in rhubarb."", ""Transfer to greased 9x13 pan. Sprinkle with cinn-sugar. Bake at 350 degrees for 35-40 minutes or till toothpick comes out clean from the center. Place on wire rack."", ""For sauce, in a small saucepan, combine the 1st 4 ingredients, bring to a boil over medium heat, stirring constantly. Whisk in small amount of hot mixture into the egg; return all to the pan, stirring constantly. Cook and stir until mixture is thickened and coats the back of a spoon. Stir in lemon peel and nutmeg. Serve warm with cake.""]",www.food.com/recipe/rhubarb-cake-with-lemon-sauce-taste-of-home-419841,Gathered,"[""butter"", ""sugar"", ""brown sugar"", ""egg"", ""vanilla"", ""flour"", ""baking powder"", ""cinnamon"", ""salt"", ""baking soda"", ""buttermilk"", ""fresh rhubarb"", ""cinnamon sugar"", ""LEMON SAUCE"", ""sugar"", ""butter"", ""water"", ""lemon juice"", ""egg"", ""ground nutmeg""]"
1046626,Rhubarb Cake,"[""1/2 cup butter"", ""1 1/2 cups sugar"", ""1 cup buttermilk"", ""1 egg, beaten"", ""2 cups rhubarb, cut small"", ""2 cups flour"", ""2 teaspoons baking powder"", ""1/2 teaspoon salt"", ""1 teaspoon vanilla"", ""Topping"", ""1 cup brown sugar"", ""1/4 cup butter"", ""2 teaspoons cinnamon""]","[""Cream 1/2 c butter and white sugar."", ""Add the buttermilk, vanilla and beaten egg."", ""Mix well."", ""Mix the flour, baking powder, and salt."", ""Add the rhubarb to the flour and stir."", ""Fold the flour mixture into the egg mixture."", ""Put in a greased 8 x 8 pan."", ""Blend the brown sugar, cinnamon and 1/4 c butter."", ""Sprinkle on top."", ""Bake for 45-60 minutes at 350."", ""Sides should pull away from pan."", ""Best served hot with whipped cream or vanilla ice cream.""]",www.food.com/recipe/rhubarb-cake-30758,Gathered,"[""butter"", ""sugar"", ""buttermilk"", ""egg"", ""rhubarb"", ""flour"", ""baking powder"", ""salt"", ""vanilla"", ""Topping"", ""brown sugar"", ""butter"", ""cinnamon""]"
1047946,Rhubarb Scone Cake,"[""Dough"", ""3 cups flour"", ""1 teaspoon baking powder"", ""1/4 cup sugar"", ""1 pinch salt"", ""1/2 cup butter, chilled and cut into small pieces"", ""3/4 cup buttermilk"", ""Filling"", ""1 lb rhubarb, chopped (thats about 5 stalks)"", ""1/2 cup sugar"", ""Glaze"", ""1 egg white, lightly whisked with a little water"", ""sugar, for sprinkling""]","[""Preheat the oven to 350\u00b0F Butter a 10 inch deep-dish pie dish and set aside."", ""For the dough sift together flour, baking powder, sugar and salt into a large bowl."", ""Work in butter using your finger tips until dough resembles coarse cornmeal."", ""Gradually add buttermilk folding the wet and dry ingredients together until a soft dough forms (you may have to add a little water)."", ""Turn out onto a floured surface and knead lightly just until the dough comes together (do not overwork it or it will be tough)."", ""Divide dough into two equal portions. Roll out half of the dough into a 12 inch round and place in pie dish."", ""For the filling combine rhubarb and sugar in a bowl and stir to mix well."", ""Pour filling into the pie dish."", ""Roll out the remaining dough into another 12 inch round to from a pastry lid. Brush the rim of the bottom crust with water and put on the lid. Press together to seal."", ""Brush the glaze evenly over the top crust and then sprinkle lightly and evenly with sugar (I used cinnamon sugar and thought it was great!). Cut 3-4 steam slits into the top of the pie."", ""Bake until the crust is golden brown and the fruit tender for about 50 minutes.""]",www.food.com/recipe/rhubarb-scone-cake-362308,Gathered,"[""Dough"", ""flour"", ""baking powder"", ""sugar"", ""salt"", ""butter"", ""buttermilk"", ""Filling"", ""rhubarb"", ""sugar"", ""egg"", ""sugar""]"
1054619,Light & Fluffy Brownie Muffins,"[""1 cup flour"", ""1/3 cup cocoa"", ""3/4 cup sugar"", ""1 teaspoon baking powder"", ""1/4 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1/2 cup buttermilk, room temp"", ""4 tablespoons butter, melted"", ""1 large egg, lightly beaten, room temp"", ""1 teaspoon vanilla""]","[""Preheat oven to 350. Butter & flour muffin molds or use paper inserts."", ""Sift all dry ingredients together into a medium bowl. Make a well in the center and set aside."", ""In another medium bowl, whisk together buttermilk, melted butter, egg, and vanilla. Pour this mixture into the well of the dry ingredients in other bowl and stir with a wooden spoon just until blended. Don't overmix."", ""Fill muffin tins no more than 2/3 full. Bake 18-20 minutes. Tops should spring back lightly when touched."", ""Cool muffins in pan on wire rack for 10 minutes.""]",www.food.com/recipe/light-fluffy-brownie-muffins-381671,Gathered,"[""flour"", ""cocoa"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""buttermilk"", ""butter"", ""egg"", ""vanilla""]"
1064529,Rhubarb Pecan Cake,"[""2 1/4 cups flour"", ""1 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1 teaspoon cinnamon"", ""1/2 teaspoon cardamom"", ""1 cup sugar, plus"", ""3 teaspoons sugar"", ""3/4 cup brown sugar"", ""1/2 cup butter, softened"", ""1 egg"", ""1 cup buttermilk"", ""1 1/2 teaspoons vanilla extract"", ""2 cups rhubarb, chopped"", ""1 cup walnuts or 1 cup pecans""]","[""Preheat oven to 350\u00b0; prepare 12-cup Bundt pan using butter and flour or Baker's Joy; set aside."", ""In a bowl, combine flour, baking soda, and salt; set aside."", ""In a small dish, combine cinnamon, cardamom, and 3 teaspoons sugar; set aside."", ""In another bowl, beat the white sugar, brown sugar, and butter until fluffy; beat in the egg."", ""Add flour mixture and blend thoroughly."", ""Add in buttermilk and vanilla; mix just until blended."", ""Stir in the rhubarb and nuts."", ""Place half the batter in the pan and smooth out the surface."", ""Sprinkle it with half the sugar mixture; pour the remaining batter in the pan and sprinkle with the remaining sugar mixture."", ""Bake for 45-50 minutes, or until a pick comes out clean."", ""Let cool in pan for 10 minutes, then turn out onto a wire rack to cool completely."", ""Only needs a light dusting of powdered sugar as a topping.""]",www.food.com/recipe/rhubarb-pecan-cake-300695,Gathered,"[""flour"", ""baking soda"", ""salt"", ""cinnamon"", ""cardamom"", ""sugar"", ""sugar"", ""brown sugar"", ""butter"", ""egg"", ""buttermilk"", ""vanilla"", ""rhubarb"", ""walnuts""]"
